Data,Preço_Sinal,Retorno_5d,Preço_5d,Retorno_10d,Preço_10d,Retorno_20d,Preço_20d,Stock
2025-02-04 00:00:00,66.1500015258789,-10.36,59.3,-3.84,63.61,-11.5,58.54,ACLS
2025-04-07 00:00:00,44.84999847412109,5.86,47.48,0.56,45.1,21.94,54.69,ACLS
2025-04-11 00:00:00,47.04999923706055,-3.87,45.23,3.29,48.6,32.09,62.15,ACLS
2025-04-30 00:00:00,48.97999954223633,18.58,58.08,28.11,62.75,18.42,58.0,ACLS
2025-07-01 00:00:00,71.98999786376953,3.31,74.37,-0.49,71.64,,,ACLS
2025-02-04 00:00:00,67.72000122070312,-6.73,63.16,-6.54,63.29,1.71,68.88,ACLX
2025-02-20 00:00:00,65.61000061035156,-6.43,61.39,4.56,68.6,8.81,71.39,ACLX
2025-03-04 00:00:00,65.62999725341797,4.16,68.36,6.46,69.87,-7.51,60.7,ACLX
2025-04-02 00:00:00,67.2300033569336,-12.0,59.16,-9.73,60.69,-2.53,65.53,ACLX
2025-04-09 00:00:00,59.15999984741211,2.59,60.69,8.13,63.97,-4.9,56.26,ACLX
2025-04-11 00:00:00,59.150001525878906,3.01,60.93,9.13,64.55,0.59,59.5,ACLX
2025-04-15 00:00:00,61.43000030517578,3.58,63.63,5.73,64.95,-3.92,59.02,ACLX
2025-07-02 00:00:00,66.33999633789062,3.8,68.86,6.95,70.95,,,ACLX
2025-04-09 00:00:00,94.77327728271484,-1.85,93.02,2.8,97.43,9.87,104.13,ACM
2025-04-24 00:00:00,97.42721557617188,2.66,100.02,6.88,104.13,9.95,107.13,ACM
2025-04-29 00:00:00,97.9460220336914,4.85,102.7,8.67,106.44,10.17,107.9,ACM
2025-06-03 00:00:00,110.43746185302734,0.31,110.78,1.36,111.93,3.64,114.46,ACM
2025-07-17 00:00:00,114.0,,,,,,,ACM
2025-04-01 00:00:00,23.950000762939453,-23.47,18.33,-14.41,20.5,-18.71,19.47,ACMR
2025-04-30 00:00:00,19.46999931335449,2.88,20.03,29.17,25.15,18.08,22.99,ACMR
2025-07-16 00:00:00,29.65999984741211,,,,,,,ACMR
2025-02-11 00:00:00,388.0855712890625,0.05,388.29,-8.12,356.58,-16.84,322.73,ACN
2025-03-31 00:00:00,310.50030517578125,-8.76,283.32,-6.67,289.79,-3.87,298.47,ACN
2025-04-09 00:00:00,298.4599914550781,-4.43,285.24,-2.36,291.41,3.49,308.88,ACN
2025-05-15 00:00:00,323.2099914550781,-2.09,316.45,-1.98,316.82,-3.56,311.71,ACN
2025-01-23 00:00:00,38.7482795715332,4.14,40.35,4.17,40.36,2.84,39.85,ACNB
2025-02-11 00:00:00,40.9332275390625,-1.11,40.48,-2.36,39.97,-1.9,40.16,ACNB
2025-04-09 00:00:00,39.838340759277344,0.47,40.03,2.76,40.94,6.92,42.6,ACNB
2025-05-19 00:00:00,43.82614517211914,-4.32,41.93,-5.13,41.58,-8.07,40.29,ACNB
2025-06-03 00:00:00,41.58000183105469,3.13,42.88,-3.1,40.29,6.37,44.23,ACNB
2025-06-23 00:00:00,42.02000045776367,1.95,42.84,4.64,43.97,,,ACNB
2025-06-26 00:00:00,42.970001220703125,3.98,44.68,-0.3,42.84,,,ACNB
2025-03-24 00:00:00,12.8100004196167,-1.17,12.66,-0.16,12.79,-0.55,12.74,ACNT
2025-05-06 00:00:00,13.220000267028809,-9.98,11.9,-3.71,12.73,-1.82,12.98,ACNT
2025-05-15 00:00:00,11.979999542236328,4.76,12.55,7.85,12.92,4.01,12.46,ACNT
2025-07-14 00:00:00,13.039999961853027,,,,,,,ACNT
2025-01-23 00:00:00,6.269999980926514,-4.31,6.0,-5.9,5.9,0.16,6.28,ACOG
2025-02-10 00:00:00,6.0,6.5,6.39,-2.83,5.83,-6.67,5.6,ACOG
2025-03-17 00:00:00,5.690000057220459,-6.33,5.33,-11.07,5.06,-15.11,4.83,ACOG
2025-06-25 00:00:00,9.56999969482422,11.7,10.69,14.94,11.0,,,ACOG
2025-06-30 00:00:00,9.329999923706056,14.36,10.67,11.52,10.4,,,ACOG
2025-03-05 00:00:00,189.0,-88.36,22.0,-89.2,20.41,-93.33,12.61,ACON
2025-03-14 00:00:00,20.8439998626709,-2.85,20.25,-41.85,12.12,-60.04,8.33,ACON
2025-03-20 00:00:00,21.600000381469727,-34.75,14.09,-43.89,12.12,-58.43,8.98,ACON
2025-04-14 00:00:00,10.0,-24.9,7.51,-33.0,6.7,-26.8,7.32,ACON
2025-05-01 00:00:00,6.789999961853027,0.88,6.85,1.62,6.9,-4.57,6.48,ACON
2025-05-19 00:00:00,7.170000076293945,-4.04,6.88,-10.04,6.45,2.51,7.35,ACON
2025-06-02 00:00:00,6.65500020980835,7.14,7.13,9.69,7.3,14.35,7.61,ACON
2025-07-14 00:00:00,7.329999923706055,,,,,,,ACON
2025-03-06 00:00:00,20.76000022888184,7.9,22.4,12.62,23.38,-0.24,20.71,ACR
2025-03-31 00:00:00,21.670000076293945,-14.77,18.47,-18.92,17.57,-11.58,19.16,ACR
2025-04-09 00:00:00,19.149999618530277,-8.3,17.56,-7.15,17.78,-3.76,18.43,ACR
2025-06-10 00:00:00,18.1200008392334,-2.26,17.71,-4.8,17.25,-1.21,17.9,ACR
2025-07-10 00:00:00,17.899999618530273,-1.28,17.67,,,,,ACR
2025-02-11 00:00:00,5.716258049011231,-16.26,4.79,-20.2,4.56,-21.84,4.47,ACRE
2025-02-28 00:00:00,4.589901447296143,0.61,4.62,-0.82,4.55,-3.89,4.41,ACRE
2025-03-31 00:00:00,4.489128112792969,-17.93,3.68,-20.52,3.57,-13.17,3.9,ACRE
2025-06-03 00:00:00,4.54730224609375,5.33,4.79,2.56,4.66,8.2,4.92,ACRE
2025-06-23 00:00:00,4.779999732971191,-0.21,4.77,-0.84,4.74,,,ACRE
2025-04-02 00:00:00,1.5399999618530271,-21.43,1.21,-26.62,1.13,-10.39,1.38,ACRS
2025-07-09 00:00:00,1.5399999618530271,2.6,1.58,,,,,ACRS
2025-04-09 00:00:00,1.6100000143051147,14.91,1.85,23.6,1.99,-26.71,1.18,ACRV
2025-02-27 00:00:00,33.76551818847656,-0.47,33.61,-3.12,32.71,3.15,34.83,ACT
2025-04-09 00:00:00,33.178897857666016,3.69,34.4,6.35,35.29,9.23,36.24,ACT
2025-04-17 00:00:00,34.98847579956055,-0.94,34.66,6.05,37.11,4.21,36.46,ACT
2025-05-02 00:00:00,37.10627746582031,-3.19,35.92,-1.74,36.46,-5.7,34.99,ACT
2025-05-15 00:00:00,36.03246307373047,-1.95,35.33,-1.76,35.4,-1.09,35.64,ACT
2025-05-29 00:00:00,35.650001525878906,-3.56,34.38,-0.22,35.57,3.17,36.78,ACT
2025-06-18 00:00:00,35.869998931884766,2.73,36.85,5.38,37.8,-1.88,35.19,ACT
2025-02-18 00:00:00,4.380000114440918,-4.34,4.19,-10.05,3.94,-21.46,3.44,ACTG
2025-02-26 00:00:00,4.239999771118164,-6.13,3.98,-0.47,4.22,-21.23,3.34,ACTG
2025-04-01 00:00:00,3.359999895095825,-12.5,2.94,-10.42,3.01,-8.04,3.09,ACTG
2025-05-09 00:00:00,3.7699999809265137,-1.33,3.72,-0.8,3.74,1.33,3.82,ACTG
2025-03-28 00:00:00,7.900000095367432,-12.78,6.89,-3.04,7.66,14.56,9.05,ACTU
2025-04-09 00:00:00,7.385000228881836,11.44,8.23,22.41,9.04,34.06,9.9,ACTU
2025-04-11 00:00:00,7.659999847412109,9.27,8.37,18.15,9.05,36.42,10.45,ACTU
2025-07-02 00:00:00,6.739999771118164,-8.31,6.18,-7.12,6.26,,,ACTU
2025-02-14 00:00:00,37.8262825012207,-3.86,36.37,-1.86,37.12,5.56,39.93,ACU
2025-02-25 00:00:00,37.220821380615234,-0.37,37.08,-1.33,36.72,5.36,39.22,ACU
2025-02-28 00:00:00,38.79898071289063,-4.55,37.03,4.5,40.55,3.15,40.02,ACU
2025-03-11 00:00:00,36.72454071044922,8.11,39.7,6.78,39.22,3.18,37.89,ACU
2025-04-17 00:00:00,41.22846221923828,0.41,41.4,-7.35,38.2,-3.79,39.66,ACU
2025-04-23 00:00:00,42.24472427368164,-9.15,38.38,-9.83,38.09,-7.67,39.01,ACU
2025-07-17 00:00:00,42.0,,,,,,,ACU
2025-02-12 00:00:00,21.983755111694336,-2.53,21.43,-6.41,20.58,-12.51,19.23,ACV
2025-04-17 00:00:00,18.67675399780273,4.34,19.49,6.74,19.94,14.76,21.43,ACV
2025-04-30 00:00:00,19.916015625,2.06,20.33,7.43,21.39,9.15,21.74,ACV
2025-06-23 00:00:00,21.846614837646484,3.95,22.71,3.18,22.54,,,ACV
2025-02-04 00:00:00,20.86000061035156,2.68,21.42,-1.01,20.65,-27.09,15.21,ACVA
2025-02-12 00:00:00,21.46999931335449,-13.41,18.59,-25.06,16.09,-34.79,14.0,ACVA
2025-04-09 00:00:00,14.510000228881836,-2.89,14.09,2.27,14.84,12.89,16.38,ACVA
2025-05-05 00:00:00,15.380000114440918,9.23,16.8,9.69,16.87,6.24,16.34,ACVA
2025-05-22 00:00:00,16.760000228881836,-2.27,16.38,-1.31,16.54,-5.37,15.86,ACVA
2025-06-18 00:00:00,15.539999961853027,0.9,15.68,6.24,16.51,-1.03,15.38,ACVA
2025-06-23 00:00:00,15.859999656677246,2.27,16.22,2.08,16.19,,,ACVA
2025-01-23 00:00:00,121.13444519042967,-0.08,121.04,0.2,121.37,0.05,121.19,ACWI
2025-03-07 00:00:00,118.58414459228516,-1.72,116.55,-1.27,117.08,-11.3,105.19,ACWI
2025-04-09 00:00:00,111.83625793457033,-1.57,110.08,2.49,114.62,5.56,118.06,ACWI
2025-04-11 00:00:00,110.24851989746094,-1.35,108.76,4.77,115.51,9.84,121.09,ACWI
2025-05-15 00:00:00,122.50386810302734,-0.62,121.74,0.16,122.7,1.57,124.43,ACWI
2025-06-23 00:00:00,124.8499984741211,3.0,128.6,3.23,128.88,,,ACWI
2025-01-28 00:00:00,53.15438461303711,0.52,53.43,1.98,54.21,4.17,55.37,ACWX
2025-06-30 00:00:00,60.93999862670898,-0.07,60.9,-0.71,60.51,,,ACWX
2025-05-30 00:00:00,0.3889999985694885,-10.8,0.35,-21.59,0.31,31.36,0.51,ACXP
2025-03-12 00:00:00,1.9700000286102293,-7.61,1.82,-14.72,1.68,-28.93,1.4,ADAG
2025-04-15 00:00:00,1.600000023841858,-7.5,1.48,-5.0,1.52,8.44,1.74,ADAG
2025-07-16 00:00:00,1.9700000286102293,,,,,,,ADAG
2025-02-25 00:00:00,0.5730000138282776,-15.53,0.48,-21.99,0.45,-56.37,0.25,ADAP
2025-04-01 00:00:00,0.25,-9.6,0.23,0.0,0.25,10.8,0.28,ADAP
2025-05-23 00:00:00,0.2800000011920929,1.79,0.28,0.71,0.28,-9.29,0.25,ADAP
2025-06-27 00:00:00,0.2450000047683715,-1.63,0.24,14.69,0.28,,,ADAP
2025-01-27 00:00:00,438.6000061035156,0.0,438.6,2.85,451.1,1.1,443.41,ADBE
2025-04-09 00:00:00,364.6400146484375,-5.61,344.19,-1.02,360.91,5.31,383.99,ADBE
2025-07-01 00:00:00,392.1000061035156,-4.77,373.38,-7.74,361.77,,,ADBE
2025-07-17 00:00:00,366.4500122070313,,,,,,,ADBE
2025-04-09 00:00:00,12.861000061035156,-10.97,11.45,-2.91,12.49,9.63,14.1,ADBG
2025-04-30 00:00:00,13.43000030517578,5.51,14.17,13.42,15.23,20.25,16.15,ADBG
2025-06-03 00:00:00,16.059999465942383,2.68,16.49,-15.26,13.61,-17.56,13.24,ADBG
2025-06-10 00:00:00,16.489999771118164,-17.47,13.61,-15.65,13.91,-22.86,12.72,ADBG
2025-01-24 00:00:00,70.37102508544922,1.38,71.34,1.83,71.66,1.87,71.69,ADC
2025-02-27 00:00:00,72.44397735595703,2.05,73.93,2.95,74.58,3.49,74.97,ADC
2025-03-05 00:00:00,74.54812622070312,-0.42,74.23,0.58,74.98,1.55,75.71,ADC
2025-01-23 00:00:00,1.7599999904632568,-2.27,1.72,-7.95,1.62,-7.39,1.63,ADCT
2025-03-04 00:00:00,1.7899999618530271,-3.91,1.72,-1.12,1.77,-24.58,1.35,ADCT
2025-05-22 00:00:00,2.2300000190734863,38.57,3.09,64.57,3.67,20.18,2.68,ADCT
2025-07-14 00:00:00,3.3499999046325684,,,,,,,ADCT
2025-03-18 00:00:00,1.0099999904632568,-9.9,0.91,-28.71,0.72,-23.76,0.77,ADD
2025-05-08 00:00:00,1.0499999523162842,-14.29,0.9,-16.19,0.88,-14.29,0.9,ADD
2025-04-09 00:00:00,12.500395774841309,-4.54,11.93,-2.15,12.23,7.65,13.46,ADEA
2025-04-15 00:00:00,12.05217456817627,-1.07,11.92,1.74,12.26,14.38,13.79,ADEA
2025-04-24 00:00:00,12.231462478637695,0.65,12.31,10.02,13.46,5.86,12.95,ADEA
2025-04-29 00:00:00,12.45059299468994,5.84,13.18,12.16,13.96,3.45,12.88,ADEA
2025-06-18 00:00:00,13.0600004196167,9.04,14.24,12.1,14.64,7.89,14.09,ADEA
2025-06-26 00:00:00,14.239999771118164,2.81,14.64,3.02,14.67,,,ADEA
2025-02-13 00:00:00,1.2400000095367432,12.9,1.4,-32.82,0.83,-12.9,1.08,ADGM
2025-02-24 00:00:00,1.5299999713897705,-37.65,0.95,-30.72,1.06,-46.54,0.82,ADGM
2025-05-23 00:00:00,1.190000057220459,-5.04,1.13,8.4,1.29,6.72,1.27,ADGM
2025-04-09 00:00:00,195.7388153076172,-10.53,175.13,-0.71,194.35,3.13,201.86,ADI
2025-06-02 00:00:00,214.4735107421875,6.15,227.66,8.08,231.8,12.2,240.64,ADI
2025-02-05 00:00:00,0.8199999928474426,-4.88,0.78,-6.1,0.77,-8.54,0.75,ADIL
2025-03-21 00:00:00,0.7400000095367432,-9.46,0.67,-14.86,0.63,-12.16,0.65,ADIL
2025-07-01 00:00:00,0.3199999928474426,0.0,0.32,28.13,0.41,,,ADIL
2025-02-13 00:00:00,44.74469757080078,6.6,47.7,4.41,46.72,4.37,46.7,ADM
2025-04-09 00:00:00,43.92876815795898,3.94,45.66,9.91,48.28,7.48,47.22,ADM
2025-04-24 00:00:00,48.28403091430664,-2.46,47.1,-2.21,47.22,-0.67,47.96,ADM
2025-06-12 00:00:00,49.65999984741211,7.95,53.61,4.67,51.98,9.34,54.3,ADM
2025-02-03 00:00:00,16.469999313354492,1.15,16.66,-1.82,16.17,3.28,17.01,ADMA
2025-02-28 00:00:00,16.389999389648438,3.84,17.02,12.45,18.43,23.61,20.26,ADMA
2025-03-04 00:00:00,17.010000228881836,2.0,17.35,9.99,18.71,14.17,19.42,ADMA
2025-03-11 00:00:00,17.350000381469727,7.84,18.71,16.54,20.22,2.94,17.86,ADMA
2025-03-27 00:00:00,20.280000686645508,-4.09,19.45,-7.89,18.68,7.79,21.86,ADMA
2025-04-02 00:00:00,20.229999542236328,-4.15,19.39,4.94,21.23,15.03,23.27,ADMA
2025-04-09 00:00:00,19.38999938964844,9.49,21.23,15.16,22.33,9.33,21.2,ADMA
2025-04-11 00:00:00,19.399999618530277,1.24,19.64,26.34,24.51,5.41,20.45,ADMA
2025-06-11 00:00:00,21.8700008392334,-17.1,18.13,-15.87,18.4,-15.36,18.51,ADMA
2025-07-02 00:00:00,18.13999938964844,1.82,18.47,-3.03,17.59,,,ADMA
2025-03-13 00:00:00,4.409999847412109,21.09,5.34,9.07,4.81,-23.58,3.37,ADN
2025-02-04 00:00:00,16.90999984741211,1.95,17.24,0.89,17.06,-11.77,14.92,ADNT
2025-04-02 00:00:00,12.81999969482422,-7.25,11.89,-14.59,10.95,-1.33,12.65,ADNT
2025-04-09 00:00:00,11.890000343322754,-7.91,10.95,7.74,12.81,15.81,13.77,ADNT
2025-04-29 00:00:00,12.920000076293944,-2.17,12.64,23.07,15.9,19.04,15.38,ADNT
2025-06-03 00:00:00,15.75,11.87,17.62,20.25,18.94,40.83,22.18,ADNT
2025-01-24 00:00:00,294.0560302734375,1.99,299.91,2.99,302.84,5.08,309.0,ADP
2025-02-24 00:00:00,309.0013122558594,2.06,315.38,-2.95,299.89,-3.75,297.4,ADP
2025-04-09 00:00:00,293.2248840332031,-0.19,292.68,-0.05,293.09,4.21,305.56,ADP
2025-04-24 00:00:00,293.0855712890625,1.41,297.2,4.26,305.56,9.2,320.05,ADP
2025-04-28 00:00:00,292.1104431152344,3.54,302.45,5.39,307.84,10.95,324.09,ADP
2025-03-17 00:00:00,7.539999961853027,14.85,8.66,-1.46,7.43,3.71,7.82,ADPT
2025-03-19 00:00:00,7.559999942779541,8.99,8.24,5.03,7.94,-0.93,7.49,ADPT
2025-04-09 00:00:00,8.380000114440918,-10.62,7.49,-5.85,7.89,10.62,9.27,ADPT
2025-04-24 00:00:00,7.889999866485596,-6.72,7.36,17.49,9.27,12.04,8.84,ADPT
2025-01-23 00:00:00,15.649999618530272,2.94,16.11,-7.41,14.49,-5.56,14.78,ADSE
2025-01-28 00:00:00,15.979999542236328,-6.2,14.99,-6.13,15.0,-7.51,14.78,ADSE
2025-02-05 00:00:00,15.029999732971191,-0.93,14.89,0.93,15.17,-4.52,14.35,ADSE
2025-02-20 00:00:00,15.170000076293944,-3.63,14.62,-5.41,14.35,-9.1,13.79,ADSE
2025-02-28 00:00:00,15.0,0.0,15.0,-8.53,13.72,-0.13,14.98,ADSE
2025-03-07 00:00:00,15.0,-8.53,13.72,-6.47,14.03,-19.93,12.01,ADSE
2025-04-09 00:00:00,12.239999771118164,-2.7,11.91,9.72,13.43,8.99,13.34,ADSE
2025-04-17 00:00:00,12.699999809265137,10.16,13.99,6.69,13.55,-3.23,12.29,ADSE
2025-04-24 00:00:00,13.43000030517578,0.15,13.45,-0.67,13.34,-10.87,11.97,ADSE
2025-06-20 00:00:00,12.979999542236328,2.23,13.27,-10.55,11.61,,,ADSE
2025-04-09 00:00:00,263.5299987792969,-1.28,260.16,3.1,271.71,9.9,289.62,ADSK
2025-04-28 00:00:00,271.4700012207031,3.17,280.07,8.0,293.2,10.64,300.36,ADSK
2025-05-30 00:00:00,8.264330863952637,1.32,8.37,-1.87,8.11,2.49,8.47,ADT
2025-06-30 00:00:00,8.470000267028809,-0.83,8.4,-1.18,8.37,,,ADT
2025-03-20 00:00:00,9.039999961853027,1.99,9.22,-13.83,7.79,-17.81,7.43,ADTN
2025-04-09 00:00:00,8.210000038146973,-9.26,7.45,-6.09,7.71,-6.09,7.71,ADTN
2025-06-23 00:00:00,8.460000038146973,6.03,8.97,10.4,9.34,,,ADTN
2025-02-10 00:00:00,26.25,4.76,27.5,-27.62,19.0,-42.86,15.0,ADTX
2025-04-17 00:00:00,2.5,-8.0,2.3,-10.8,2.23,-33.6,1.66,ADTX
2025-07-16 00:00:00,1.190000057220459,,,,,,,ADTX
2025-02-14 00:00:00,5.539000034332275,-0.7,5.5,-9.73,5.0,-4.68,5.28,ADUR
2025-04-09 00:00:00,4.5,-1.56,4.43,-2.56,4.39,35.56,6.1,ADUR
2025-04-28 00:00:00,4.460000038146973,23.99,5.53,40.36,6.26,82.51,8.14,ADUR
2025-05-16 00:00:00,6.449999809265137,33.95,8.64,46.82,9.47,30.54,8.42,ADUR
2025-02-27 00:00:00,96.75,-1.51,95.29,-6.17,90.78,1.09,97.8,ADUS
2025-03-05 00:00:00,96.19000244140624,-3.22,93.09,-5.15,91.24,3.84,99.88,ADUS
2025-03-31 00:00:00,98.88999938964844,-1.91,97.0,3.32,102.17,4.01,102.86,ADUS
2025-04-09 00:00:00,101.0,0.0,101.0,-1.45,99.54,9.6,110.7,ADUS
2025-04-25 00:00:00,100.58000183105467,4.39,105.0,10.27,110.91,11.51,112.16,ADUS
2025-05-06 00:00:00,108.62000274658205,1.03,109.74,3.58,112.51,3.12,112.01,ADUS
2025-05-22 00:00:00,111.52999877929688,-0.56,110.91,1.43,113.13,1.33,113.01,ADUS
2025-06-26 00:00:00,115.63999938964844,-3.27,111.86,-4.08,110.92,,,ADUS
2025-02-11 00:00:00,2.759999990463257,-9.42,2.5,-9.78,2.49,-38.77,1.69,ADV
2025-07-10 00:00:00,1.6299999952316284,-7.98,1.5,,,,,ADV
2025-06-24 00:00:00,0.7419999837875366,-2.43,0.72,-9.57,0.67,,,ADVB
2025-07-01 00:00:00,0.7239999771118164,-7.32,0.67,8.43,0.79,,,ADVB
2025-02-27 00:00:00,4.400000095367432,5.0,4.62,2.27,4.5,12.73,4.96,ADVM
2025-04-29 00:00:00,3.2300000190734863,0.0,3.23,-31.42,2.21,-31.58,2.21,ADVM
2025-07-14 00:00:00,2.7300000190734863,,,,,,,ADVM
2025-02-12 00:00:00,20.229433059692383,0.43,20.32,-4.44,19.33,-10.23,18.16,ADX
2025-04-09 00:00:00,18.267967224121094,-3.85,17.57,0.64,18.39,6.03,19.37,ADX
2025-01-24 00:00:00,92.7550811767578,0.08,92.83,3.16,95.68,5.01,97.41,AEE
2025-02-10 00:00:00,95.7904052734375,1.17,96.91,2.27,97.97,1.41,97.15,AEE
2025-02-21 00:00:00,97.1109848022461,3.06,100.09,0.05,97.16,1.1,98.18,AEE
2025-03-19 00:00:00,99.31942749023438,-1.18,98.15,0.78,100.09,-2.06,97.27,AEE
2025-04-24 00:00:00,98.1878662109375,-0.84,97.36,-1.25,96.96,-3.56,94.69,AEE
2025-04-28 00:00:00,98.15808868408205,0.67,98.81,-3.51,94.71,-2.22,95.97,AEE
2025-05-07 00:00:00,98.80328369140624,-4.55,94.31,-3.05,95.79,-3.54,95.31,AEE
2025-06-30 00:00:00,96.04000091552734,-1.08,95.0,-0.3,95.75,,,AEE
2025-07-10 00:00:00,96.29000091552734,1.03,97.28,,,,,AEE
2025-02-12 00:00:00,5.143509387969971,3.68,5.33,-4.04,4.94,-6.62,4.8,AEF
2025-02-11 00:00:00,20.118139266967773,-0.82,19.95,0.48,20.22,-1.92,19.73,AEFC
2025-03-31 00:00:00,19.6141357421875,2.66,20.14,-0.7,19.48,2.06,20.02,AEFC
2025-04-09 00:00:00,20.391225814819336,-4.82,19.41,-2.17,19.95,-2.22,19.94,AEFC
2025-02-28 00:00:00,6.28000020980835,0.8,6.33,2.39,6.43,5.25,6.61,AEG
2025-04-09 00:00:00,6.0,0.83,6.05,7.33,6.44,10.33,6.62,AEG
2025-04-11 00:00:00,5.96999979019165,1.51,6.06,9.38,6.53,13.23,6.76,AEG
2025-04-14 00:00:00,3.4200000762939453,-9.36,3.1,-24.85,2.57,-23.68,2.61,AEHL
2025-05-12 00:00:00,2.75,-6.55,2.57,-16.73,2.29,-11.27,2.44,AEHL
2025-06-09 00:00:00,2.289999961853028,13.54,2.6,13.97,2.61,47.6,3.38,AEHL
2025-06-23 00:00:00,2.619999885559082,1.15,2.65,34.35,3.52,,,AEHL
2025-07-02 00:00:00,3.059999942779541,10.78,3.39,22.88,3.76,,,AEHL
2025-07-07 00:00:00,3.109999895095825,8.68,3.38,,,,,AEHL
2025-04-04 00:00:00,7.260000228881836,17.36,8.52,9.64,7.96,13.77,8.26,AEHR
2025-03-12 00:00:00,0.8600000143051147,-2.33,0.84,11.63,0.96,-9.19,0.78,AEI
2025-04-25 00:00:00,0.949999988079071,4.53,0.99,1.05,0.96,-4.74,0.9,AEI
2025-05-22 00:00:00,0.9300000071525574,-9.89,0.84,-4.52,0.89,-0.32,0.93,AEI
2025-06-06 00:00:00,0.8880000114440918,-9.12,0.81,4.39,0.93,20.5,1.07,AEI
2025-06-18 00:00:00,0.9330000281333924,0.75,0.94,13.61,1.06,46.3,1.37,AEI
2025-07-18 00:00:00,1.3650000095367432,,,,,,,AEI
2025-03-07 00:00:00,109.57540130615234,-3.17,106.1,-4.02,105.17,-27.94,78.96,AEIS
2025-03-19 00:00:00,106.17833709716795,-1.08,105.03,-9.17,96.44,-19.48,85.5,AEIS
2025-03-25 00:00:00,108.01675415039062,-11.98,95.08,-25.84,80.1,-15.37,91.41,AEIS
2025-04-07 00:00:00,81.85932922363281,8.46,88.78,7.54,88.03,30.87,107.13,AEIS
2025-04-09 00:00:00,95.52753448486328,-10.5,85.5,1.37,96.84,15.64,110.46,AEIS
2025-06-02 00:00:00,115.58000183105467,8.78,125.73,8.38,125.26,15.58,133.59,AEIS
2025-07-01 00:00:00,133.58999633789062,5.64,141.13,4.36,139.42,,,AEIS
2025-02-12 00:00:00,99.13124084472656,-1.52,97.63,-4.48,94.69,3.58,102.68,AEM
2025-02-26 00:00:00,97.9462432861328,1.64,99.55,3.17,101.05,6.95,104.75,AEM
2025-04-03 00:00:00,108.48999786376952,2.82,111.55,12.02,121.53,2.42,111.12,AEM
2025-07-03 00:00:00,120.05999755859376,-0.15,119.88,-1.1,118.74,,,AEM
2025-07-15 00:00:00,1.2000000476837158,,,,,,,AEMD
2025-03-05 00:00:00,4.5,-25.11,3.37,-18.67,3.66,-24.22,3.41,AENT
2025-03-18 00:00:00,3.650000095367432,20.55,4.4,-10.96,3.25,-19.18,2.95,AENT
2025-03-20 00:00:00,3.759999990463257,6.91,4.02,-7.45,3.48,-25.27,2.81,AENT
2025-04-15 00:00:00,2.950000047683716,4.75,3.09,-2.71,2.87,-14.58,2.52,AENT
2025-05-20 00:00:00,2.970000028610229,-10.44,2.66,18.86,3.53,2.69,3.05,AENT
2025-06-24 00:00:00,3.5,18.29,4.14,58.86,5.56,,,AENT
2025-07-16 00:00:00,5.570000171661377,,,,,,,AENT
2025-03-05 00:00:00,11.830194473266602,-5.53,11.18,-1.73,11.63,4.37,12.35,AEO
2025-04-09 00:00:00,11.00051975250244,-7.7,10.15,0.83,11.09,1.9,11.21,AEO
2025-04-17 00:00:00,10.607341766357422,4.28,11.06,3.35,10.96,15.08,12.21,AEO
2025-07-01 00:00:00,10.064135551452637,-1.57,9.91,-2.33,9.83,,,AEO
2025-01-31 00:00:00,9.288000106811523,0.78,9.36,0.0,9.29,-93.43,0.61,AEON
2025-07-08 00:00:00,0.8399999737739563,-4.88,0.8,,,,,AEON
2025-03-03 00:00:00,106.747802734375,-0.35,106.37,-1.71,104.92,1.46,108.3,AEP
2025-03-20 00:00:00,105.27098083496094,-1.0,104.22,2.73,108.15,1.41,106.76,AEP
2025-04-09 00:00:00,101.44510650634766,3.49,104.98,4.25,105.76,2.77,104.26,AEP
2025-06-30 00:00:00,103.76000213623048,0.19,103.96,0.62,104.4,,,AEP
2025-07-03 00:00:00,103.86000061035156,1.42,105.34,3.35,107.34,,,AEP
2025-01-27 00:00:00,95.36489868164062,-0.64,94.76,1.25,96.56,6.14,101.22,AER
2025-03-13 00:00:00,99.06999969482422,5.58,104.6,3.72,102.76,-8.78,90.37,AER
2025-04-02 00:00:00,103.95999908447266,-8.31,95.32,-8.49,95.13,1.86,105.89,AER
2025-04-09 00:00:00,95.31999969482422,-0.2,95.13,7.19,102.17,13.76,108.44,AER
2025-04-17 00:00:00,97.3499984741211,6.11,103.3,9.66,106.75,16.15,113.07,AER
2025-03-05 00:00:00,0.6589999794960022,-11.99,0.58,4.7,0.69,-9.86,0.59,AERT
2025-04-16 00:00:00,0.7200000286102295,-2.78,0.7,-3.19,0.7,-9.03,0.65,AERT
2025-06-13 00:00:00,0.8379999995231628,36.04,1.14,45.58,1.22,22.91,1.03,AERT
2025-04-09 00:00:00,10.943936347961426,-10.59,9.78,-9.16,9.94,-1.13,10.82,AES
2025-05-23 00:00:00,9.989999771118164,1.9,10.18,8.91,10.88,4.8,10.47,AES
2025-01-27 00:00:00,23.94613265991211,-9.84,21.59,-11.54,21.18,-20.43,19.05,AESI
2025-03-19 00:00:00,18.023136138916016,-0.49,17.93,0.16,18.05,-25.64,13.4,AESI
2025-04-09 00:00:00,14.383187294006348,-6.82,13.4,-3.41,13.89,-16.44,12.02,AESI
